Time stamp,Paris Day text,Paris Day Type,Paris third,Location of photo,Coordinate,Instagram user,Instagram post,Instagram link,Instgram photo,,,,,,,,
"August 12, 2015 at 06:32PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",basileviault,"Make me love you, be sensational #parisjetaime",https://instagram.com/p/6RfyfJoLOH/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11326573_1622145864736871_2063698074_n.jpg,,,,,,,,
"August 12, 2015 at 06:32PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",meadapapy,,https://instagram.com/p/6RfzgDse2o/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11373653_801695863261850_830470545_n.jpg,,,,,,,,
"August 12, 2015 at 06:33PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",meadapapy,,https://instagram.com/p/6Rf4TBse2t/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11311465_716812115090650_1910212668_n.jpg,,,,,,,,
"August 12, 2015 at 06:35PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mary_art13,"I can't wait to show you))) Eiffel Tower) special for my mom) ?????????? ??? ????, ?? ???? ?????, ???? ??????? ??) #travel #trip #paris #color #inspiration #picture #????? #???? #city #love #Eiffel #tower",https://instagram.com/p/6RgGmsoeA5/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821948_901326116605371_2080220468_n.jpg,,,,,,,,
"August 12, 2015 at 06:36PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",momona.paris,#paris #parismarathon #parisart #parismuseum #parisrestaurant,https://instagram.com/p/6RgPV1Jyyq/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11809905_1480296765623969_1558275086_n.jpg,,,,,,,,
"August 12, 2015 at 06:41PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",yussefo,"Bonjour de nouveau, Paris! ?????? #Paris #France #travel #explore #summer #ohlala #toureiffel #happy #love #jetsetter #crewlife",https://instagram.com/p/6RgvcQRuP2/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s640x640/sh0.08/e35/11199405_1028849903792038_1041431358_n.jpg,,,,,,,,
"August 12, 2015 at 06:42PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ccec__,Paris,https://instagram.com/p/6Rg4bHRjEU/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11428309_1165545380138817_11104766_n.jpg,,,,,,,,
"August 12, 2015 at 06:42PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",frenchfashiontouch,"Dernière photo de la Tour Eiffel avant mon départ samedi matin pour l'Écosse ! ??? J'ai hâte de partager avec vous les photos de mon roadtrip ????. Et vous, quelle est votre destination cet ét?? ???? #paris #toureiffel #bonjour",https://instagram.com/p/6Rg43iD2z-/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11849403_720482424747854_214718734_n.jpg,,,,,,,,
"August 12, 2015 at 06:42PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",jens_nyc_fashion,One of the highlights of my trip to #Paris was dinner at the #EiffelTower it was such a beautiful fun night,https://instagram.com/p/6Rg5yUwK0S/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849299_1143743682319096_735738822_n.jpg,,,,,,,,
"August 12, 2015 at 07:34PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",andreasamaniego,,https://instagram.com/p/6Rm37qKrTj/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11311209_402813886595630_1058302989_n.jpg,,,,,,,,
"August 12, 2015 at 07:36PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",andreasamaniego,??,https://instagram.com/p/6RnFgxqrT1/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11373601_1747156418845030_2000875817_n.jpg,,,,,,,,
"August 12, 2015 at 08:30PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sikahhh,#toureiffel #night #lights #paris,https://instagram.com/p/6RtQjTE-Ri/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849169_1017318351651585_1739650077_n.jpg,,,,,,,,
"August 12, 2015 at 08:31PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_salfie,#paris #eifeltower #roadtrip #enjoylife,https://instagram.com/p/6RtYJnlxcX/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11326440_1634775080128567_410663756_n.jpg,,,,,,,,
"August 12, 2015 at 08:32PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",cine_feel,#toureiffel #tour #eiffel #eiffeltower #tower #frenchmonument #monument #lights #nightlights #damedefer #ironlady #france_vacations #iloveparis #igersparis #ig_paris #paris #france #photooftheday #photoofthenight #iphonepic #nofilter #pariscartepostale,https://instagram.com/p/6Rtch5Oc01/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11375372_1610985369157862_314529649_n.jpg,,,,,,,,
"August 12, 2015 at 08:32PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",sylvainecaron,#Paris #toureiffel #eiffeltower #IgersParis #guideparis #pariscartepostale #parisian #phototag_it,https://instagram.com/p/6RtgQ7SA_g/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11419107_823549384432156_178705891_n.jpg,,,,,,,,
"August 12, 2015 at 08:34PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",tomas_arantes,"If you could only have 1 photo in Paris, this is the place. #Paris #France#TourEiffel #EiffelTower #Vacation #Férias #Travel #Traveller #AllAroundTheWorld #photooftheday #amazing",https://instagram.com/p/6RttSYTVd3/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856709_1630409580566570_508563824_n.jpg,,,,,,,,
"August 12, 2015 at 08:42PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_bruceontheloose,"First stop, #paris! Enjoying great views of the #eiffeltower. #bruceontheloose #truezoo",https://instagram.com/p/6RunfQv4Gz/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11265170_963607163661177_1958759776_n.jpg,,,,,,,,
"August 12, 2015 at 08:43PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",revschannel,,https://instagram.com/p/6RuvdJySVQ/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11374030_775419869235702_1700042713_n.jpg,,,,,,,,
"August 12, 2015 at 08:44PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mooka.takao,je t'aime ?? #mookatkTravels,https://instagram.com/p/6Ru6t1ryNn/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11351598_411571385707207_541657288_n.jpg,,,,,,,,
"August 12, 2015 at 09:40PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",dionathansantos,"#Repost @studiosantos with @repostapp.
???
Hoje a noite foi de festejar (o/ #EuroBook da Laura volume II em #Paris @laurabd_ #15thLaly foto de @dionathansantos Evento de @gracakurylo @rdelatorre @simonebd_ #dseuropa #dsworld #ssworld",https://instagram.com/p/6R1QErxp9W/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11809848_875023642580447_1236312134_n.jpg,,,,,,,,
"August 12, 2015 at 09:40PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",skygirlsutton,fer fantastique,https://instagram.com/p/6R1QTPFu9N/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11809869_1611995872408678_188154135_n.jpg,,,,,,,,
"August 12, 2015 at 09:40PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",victorine2006,#eiffeltower#paris#love#little#nike#pink#walk#instapic#instamoment#goodday#photooftheday#happy#happiness,https://instagram.com/p/6R1RW_DB5b/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11375233_677037449063645_1947208608_n.jpg,,,,,,,,
"August 12, 2015 at 09:43PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mimiberno,From Paris with Love ?????????????? #toureiffel #paris #MM #love ????,https://instagram.com/p/6R1ptkmB-n/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11820614_534186326732622_576566490_n.jpg,,,,,,,,
"August 12, 2015 at 09:43PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",aydangianni,????,https://instagram.com/p/6R1qxhKZW2/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11856747_1654944918062413_190053155_n.jpg,,,,,,,,
"August 12, 2015 at 09:44PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",laurabenvenutiphoto,Bonjour #paris #breakfast #cappuccino #croissant #france #purebeurre #petitdej #bar,https://instagram.com/p/6R1t93ivuY/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11849255_1647363952207889_1949067721_n.jpg,,,,,,,,
"August 12, 2015 at 09:44PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",skchs14,#WhenInTheEiffelTower you have to dress like a doll.  #Paris #EiffelTower #FatTireParis #FatTireTours #Dolls #WhenInParis #Travel,https://instagram.com/p/6R1uglQvBz/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11356656_1616657265276291_1619698391_n.jpg,,,,,,,,
"August 12, 2015 at 09:44PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",herophelia,Fulfilling a dream of my baby sister. Feels good. Headed for the top today!,https://instagram.com/p/6R1xEWtjGU/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11850117_1679310598971579_2006793932_n.jpg,,,,,,,,
"August 12, 2015 at 09:46PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mara_talija,Pariz ?? #paris #france #dreamcometrue #toureffel #aiffeltower #folklortour #happiness #memoriesmade,https://instagram.com/p/6R178lqjAN/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11326000_428742913980805_1527044928_n.jpg,,,,,,,,
"August 12, 2015 at 09:47PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",aydangianni,Touristes ??,https://instagram.com/p/6R2DgkqZXl/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849116_1729914033902979_398318959_n.jpg,,,,,,,,
"August 12, 2015 at 09:47PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",k80_gentlegiant,Je t'aime ??????,https://instagram.com/p/6R2ETQFoRk/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/e15/11881632_1622334294705905_179895060_n.jpg,,,,,,,,
"August 12, 2015 at 10:38PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",anapi87,La France...???????? #toureiffel#paris#lafrance,https://instagram.com/p/6R75BOPg0a/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849079_1594168737514938_2132289852_n.jpg,,,,,,,,
"August 12, 2015 at 10:40PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",alsadaan,".
.
.
-  ?????? ??? ??????? ???? ??  ??????? ? ???????? ???? ????  ???????? ? ???? ?????????? ?????  ??????? ??????? ??????????????  ???? ??????????.",https://instagram.com/p/6R8MMIBTgf/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11809917_455260261320113_583154529_n.jpg,,,,,,,,
"August 12, 2015 at 10:41PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",chaimaa.bjm,Bonjour Paris ??,https://instagram.com/p/6R8ONjwofz/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11313708_911978042205073_1351662075_n.jpg,,,,,,,,
"August 12, 2015 at 10:43PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ryan_5555,??????,https://instagram.com/p/6R8dAmAy_-/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/10932521_770406776401224_1111820927_n.jpg,,,,,,,,
"August 12, 2015 at 10:43PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ryan_5555,,https://instagram.com/p/6R8fpLAywD/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11355815_1605585833040407_516142289_n.jpg,,,,,,,,
"August 12, 2015 at 10:44PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",frenchfoodie,Going to the top!!,https://instagram.com/p/6R8i6xEbBX/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11821236_1684431251776718_544507849_n.jpg,,,,,,,,
"August 12, 2015 at 10:46PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",amxastana,,https://instagram.com/p/6R82hvyv03/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11312556_1619900118297880_1945538668_n.jpg,,,,,,,,
"August 12, 2015 at 10:46PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ryan_5555,,https://instagram.com/p/6R84eigywh/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11820466_1263864846973036_296638749_n.jpg,,,,,,,,
"August 12, 2015 at 10:47PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ryan_5555,??,https://instagram.com/p/6R8-Mkgywu/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11355998_1601031203495191_2127315987_n.jpg,,,,,,,,
"August 12, 2015 at 10:48PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",santosbenedi,La Tour,https://instagram.com/p/6R9B3BIf8i/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11821740_1484325161865158_73671473_n.jpg,,,,,,,,
"August 12, 2015 at 10:48PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nealjennings,Pourquoi est-il y a un kangourou??,https://instagram.com/p/6R9FZ5wPWL/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11376073_142203312784178_635478135_n.jpg,,,,,,,,
"August 12, 2015 at 10:49PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",aesavkina,????????? ?? #followmyFHL #paris #toureiffel #eiffeltower,https://instagram.com/p/6R9Iy2MnRj/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11324460_1187059277986625_1112907447_n.jpg,,,,,,,,
"August 12, 2015 at 11:36PM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ladyyylaws,"Oh, just a few of my favorite things ??",https://instagram.com/p/6SCgyLnaMY/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e15/11326085_507714562729466_115742462_n.jpg,,,,,,,,
"August 13, 2015 at 12:37AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",stuartrashid85,"Atardecer de París desde el Top de la Torre Eiffel?? •Francia Diciembre 2013?No fuerces nada, deja ser. Si va a suceder, ocurrir?la magia.
#global_family #igcapturesclub #paris #ig_cameras_united #ig_worldclub  #ig_captures #world_shotz #francia #wonderful_places #toureiffel #worldcaptures #photooftheday #globe_travel #ilovenorway #worldingram #ig_exquisite",https://instagram.com/p/6SJfcyrK3t/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11820586_1698792130343991_1100629897_n.jpg,,,,,,,,
"August 13, 2015 at 12:37AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",privalovakatik,???????? need a boyfriend to go with here ?????? #paris #mysis #?????????????? #kazan2015,https://instagram.com/p/6SJiEpBVhu/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11250229_391235964406668_399892703_n.jpg,,,,,,,,
"August 13, 2015 at 12:40AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",anitaemikele,#ricordiparigini#riportatecili#solonoi2#nostalgia#iltempopassatroppoinfretta#,https://instagram.com/p/6SJ4QgkqmE/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821782_1440354906294598_587278774_n.jpg,,,,,,,,
"August 13, 2015 at 12:41AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nicolerossil,#paris #france #travel #photography #europe,https://instagram.com/p/6SJ7orEmw3/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11385598_1478051569156751_1346850769_n.jpg,,,,,,,,
"August 13, 2015 at 12:43AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",raquelgoliveira,Someone used Jedi mind tricks to sell me on a picnic. I still don't know how it happened. #whatislove #babydontmakemedostuff #nomore,https://instagram.com/p/6SKQ__iKTH/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11875299_511021935720647_882364227_n.jpg,,,,,,,,
"August 13, 2015 at 12:44AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",alik_e,#Bonjour#Paris?,https://instagram.com/p/6SKTD7A-Y9/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11351668_1612784865676660_775504835_n.jpg,,,,,,,,
"August 13, 2015 at 12:45AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",tjhalfmann,"Eiffel Tower
#Europe2015 #vacation #paris",https://instagram.com/p/6SKayWNxdI/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11856806_104715046548039_1909606741_n.jpg,,,,,,,,
"August 13, 2015 at 01:38AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",zanelau,They say women like The Eiffel Tower because it looks like steel and lace ???? #toureiffel #eiffeltower  #paris,https://instagram.com/p/6SQd8YRNLA/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11267377_1628955720693849_1155892314_n.jpg,,,,,,,,
"August 13, 2015 at 01:39AM",Wednesday,Weekday,8am - 4pm,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",teresa_sanz,??????,https://instagram.com/p/6SQmgOCJQ-/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11375834_415074515343351_1169822015_n.jpg,,,,,,,,
"August 13, 2015 at 02:39AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",leaadpt,madame eiffel ????,https://instagram.com/p/6SXf4eN0CI/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849019_928426657219074_1846721161_n.jpg,,,,,,,,
"August 13, 2015 at 02:39AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",ievaakat,??,https://instagram.com/p/6SXgojOqBI/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11410528_125287764481345_1513149327_n.jpg,,,,,,,,
"August 13, 2015 at 02:39AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_jengreen,#TourEiffel,https://instagram.com/p/6SXjI8IRTn/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11375305_1481469275497483_332345691_n.jpg,,,,,,,,
"August 13, 2015 at 04:41AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",frank.willy,Paris????,https://instagram.com/p/6Slb7mQcdV/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11347807_1602782599988873_1846789483_n.jpg,,,,,,,,
"August 13, 2015 at 04:42AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",scandinavianlovesong,????,https://instagram.com/p/6SlhjGB2RH/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821180_420536738143869_920415876_n.jpg,,,,,,,,
"August 13, 2015 at 04:43AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",simonkajisova,2|D ??????,https://instagram.com/p/6SloJvj6ll/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11887071_1047012201977888_2105175378_n.jpg,,,,,,,,
"August 13, 2015 at 04:43AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",giulia_seri,"??
#senzaparole #desideriodiunavita #lacittàdellamore #love #grazie #paris #parigi #estate2015 #friends #spettacolo #toureiffel #1889",https://instagram.com/p/6Slpzgi3j_/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/10899260_893742813994410_1888263174_n.jpg,,,,,,,,
"August 13, 2015 at 05:47AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",kikkilykke_,"Vive la France! ???????????????????
#france #eiffeltower #holiday #vacation #jegervildmeddet #papegøjen #rimeliggodgave #love #paris #altformegetkærlighedoverdetherbillede #vivelafrance #sunrise",https://instagram.com/p/6StDphA7Kb/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/e15/11252564_998784206838814_1029903056_n.jpg,,,,,,,,
"August 13, 2015 at 05:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",pazcalero,Never lose your sense of wonder ?? #travel #instatravel #travelgram #wanderlust #throwback #paris #france #toureiffel #sunset #sky #skylovers #clouds #city #lights #iphone6 #nofilter,https://instagram.com/p/6StRFzCHxy/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11849998_946198672111121_312455914_n.jpg,,,,,,,,
"August 13, 2015 at 05:50AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",mariafernandasouza,Paris ??????????????????,https://instagram.com/p/6StZvnBNTF/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821182_453309401515795_116612139_n.jpg,,,,,,,,
"August 13, 2015 at 05:51AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",kkkkkkayla,,https://instagram.com/p/6StbjhOcc6/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11247553_1638261899724513_257928578_n.jpg,,,,,,,,
"August 13, 2015 at 05:51AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nazmeerhout,A romantic picnic in the sunny weather. #ParisPicnic #eiffeltower #toureiffel,https://instagram.com/p/6StfSgwbWH/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11809913_1166445336702749_1467548874_n.jpg,,,,,,,,
"August 13, 2015 at 06:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",nannaktorp,Bonjour ????,https://instagram.com/p/6S0G3IAD-X/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11850365_1890411217851523_1105821860_n.jpg,,,,,,,,
"August 13, 2015 at 06:49AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",_memilyc,Finally seen this in real life ^^,https://instagram.com/p/6S0JLImH0K/,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11881724_876720462363798_917728794_n.jpg,,,,,,,,
"August 13, 2015 at 06:52AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",soniavitc,,https://instagram.com/p/6S0ZZpr14Q/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11881840_1484705411844340_1390752490_n.jpg,,,,,,,,
"August 13, 2015 at 06:52AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",adam_johnston,La Tour Eiffel #paris,https://instagram.com/p/6S0eM9t1I3/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11821140_895395003848684_833246793_n.jpg,,,,,,,,
"August 13, 2015 at 06:52AM",Wednesday,Weekday,4pm - 12am,,"https://maps.google.com/?q=48.859025596,2.298117144&z=18",marceli_baby,I'm way up I feel blessed. ????,https://instagram.com/p/6S0eXMGMw-/,https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11313588_604715162964792_567739461_n.jpg,,,,,,,,
