Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"July 23, 2015 at 12:23AM",Wednesday,Weekday,8am - 4pm,stellasch,hi
"July 24, 2015 at 11:26AM",Friday,Weekday,12am - 8am,tiabelen,hi
"July 22, 2015 at 07:54PM",Wednesday,Weekday,8am - 4pm,rajder777,hi
"July 23, 2015 at 05:22AM",Wednesday,Weekday,4pm - 12am,angelicaxbee,hi
"July 23, 2015 at 07:34PM",Thursday,Weekday,8am - 4pm,domanie_eve,hi
"July 22, 2015 at 05:03PM",Wednesday,Weekday,12am - 8am,jerome1979,hi
"July 23, 2015 at 07:43PM",Thursday,Weekday,8am - 4pm,tanja_braendekilde,hi
"July 22, 2015 at 07:58PM",Wednesday,Weekday,8am - 4pm,summer___pc,hi
"July 22, 2015 at 01:38PM",Wednesday,Weekday,12am - 8am,devcorn,hi
"July 22, 2015 at 07:49PM",Wednesday,Weekday,8am - 4pm,summer___pc,hi
"July 22, 2015 at 09:10PM",Wednesday,Weekday,8am - 4pm,ekatays,hi
"July 23, 2015 at 08:22AM",Wednesday,Weekday,4pm - 12am,susanneaadnekvam,hi
"July 23, 2015 at 08:16AM",Wednesday,Weekday,4pm - 12am,fenofarias,hi
"July 22, 2015 at 01:51PM",Wednesday,Weekday,12am - 8am,danji_m,hi
"July 22, 2015 at 10:52PM",Wednesday,Weekday,8am - 4pm,carolinemtrh,hi
"July 22, 2015 at 03:09PM",Wednesday,Weekday,12am - 8am,mariliazaca,hi
"July 23, 2015 at 03:18AM",Wednesday,Weekday,4pm - 12am,manohlow,hi
"July 23, 2015 at 02:26AM",Wednesday,Weekday,4pm - 12am,marine.fye,hi
"July 22, 2015 at 11:05PM",Wednesday,Weekday,8am - 4pm,lalf96,hi
"July 24, 2015 at 09:57AM",Thursday,Weekday,4pm - 12am,simonelestayo,hi
"July 23, 2015 at 02:22AM",Wednesday,Weekday,4pm - 12am,kingdomofhappiness_,hi
"July 24, 2015 at 03:28AM",Thursday,Weekday,4pm - 12am,nikkopurnama,hi
"July 22, 2015 at 01:42PM",Wednesday,Weekday,12am - 8am,glennllorente,hi
"July 23, 2015 at 09:18PM",Thursday,Weekday,8am - 4pm,elizabethsymann,hi
"July 23, 2015 at 09:44AM",Wednesday,Weekday,4pm - 12am,48.50n_2.20e,hi
"July 24, 2015 at 03:32AM",Thursday,Weekday,4pm - 12am,carlalalag,hi
"July 24, 2015 at 03:19AM",Thursday,Weekday,4pm - 12am,calineotelo,hi
"July 22, 2015 at 07:13PM",Wednesday,Weekday,8am - 4pm,joara_s,hi
"July 23, 2015 at 06:46PM",Thursday,Weekday,8am - 4pm,eleanor_is_life,hi
"July 22, 2015 at 09:43PM",Wednesday,Weekday,8am - 4pm,jean_street,hi
"July 24, 2015 at 12:04PM",Friday,Weekday,12am - 8am,apeqenina,hi
"July 22, 2015 at 09:15PM",Wednesday,Weekday,8am - 4pm,natashamilijasevic,hi
"July 23, 2015 at 11:19AM",Thursday,Weekday,12am - 8am,orville_rivera,hi
"July 22, 2015 at 10:33AM",Wednesday,Weekday,12am - 8am,camiilla_28,hi
"July 22, 2015 at 07:44PM",Wednesday,Weekday,8am - 4pm,rajder777,hi
"July 23, 2015 at 08:34AM",Wednesday,Weekday,4pm - 12am,isabellebeke1,hi
"July 22, 2015 at 07:06PM",Wednesday,Weekday,8am - 4pm,irenetravinka,hi
"July 24, 2015 at 07:35AM",Thursday,Weekday,4pm - 12am,thomasquiniou,hi
"July 23, 2015 at 10:22AM",Thursday,Weekday,12am - 8am,willnovak,hi
"July 22, 2015 at 07:09PM",Wednesday,Weekday,8am - 4pm,_kawenskie,hi
"July 22, 2015 at 09:27PM",Wednesday,Weekday,8am - 4pm,jodie_byrne88,hi
"July 22, 2015 at 02:18PM",Wednesday,Weekday,12am - 8am,azhara_abysheva,hi
"July 22, 2015 at 08:47PM",Wednesday,Weekday,8am - 4pm,tmjons,hi
"July 22, 2015 at 06:54PM",Wednesday,Weekday,8am - 4pm,mssplendid,hi
"July 24, 2015 at 08:56AM",Thursday,Weekday,4pm - 12am,priscypri,hi
"July 22, 2015 at 11:12PM",Wednesday,Weekday,8am - 4pm,i.qaswarah,hi
"July 22, 2015 at 05:21PM",Wednesday,Weekday,12am - 8am,max__wan,hi
"July 22, 2015 at 02:13PM",Wednesday,Weekday,12am - 8am,kinneyjeff,hi
"July 24, 2015 at 12:27AM",Thursday,Weekday,8am - 4pm,i9950613,hi
"July 22, 2015 at 09:05PM",Wednesday,Weekday,8am - 4pm,pameacunac,hi
"July 23, 2015 at 09:51AM",Wednesday,Weekday,4pm - 12am,m4r1_fflur91,hi
"July 22, 2015 at 11:49PM",Wednesday,Weekday,8am - 4pm,kashul9,hi
"July 24, 2015 at 03:35AM",Thursday,Weekday,4pm - 12am,sabinenok,hi
"July 23, 2015 at 12:27AM",Wednesday,Weekday,8am - 4pm,khairmra,hi
"July 23, 2015 at 11:53AM",Thursday,Weekday,12am - 8am,kenza.ghenimi,hi
"July 23, 2015 at 10:40PM",Thursday,Weekday,8am - 4pm,eroomnoj,hi
"July 23, 2015 at 02:06AM",Wednesday,Weekday,4pm - 12am,truemalyugin,hi
"July 23, 2015 at 05:36AM",Wednesday,Weekday,4pm - 12am,mikejgg,hi
"July 23, 2015 at 10:51AM",Thursday,Weekday,12am - 8am,catssidycopeland,hi
"July 23, 2015 at 01:16PM",Thursday,Weekday,12am - 8am,aliceinscotland,hi
"July 22, 2015 at 09:04PM",Wednesday,Weekday,8am - 4pm,koobrax,hi
"July 22, 2015 at 02:32PM",Wednesday,Weekday,12am - 8am,francisco_jimenezrios,hi
"July 24, 2015 at 01:45PM",Friday,Weekday,12am - 8am,_ahmedmibrahim,hi
"July 23, 2015 at 09:48AM",Wednesday,Weekday,4pm - 12am,dan_duff,hi
"July 22, 2015 at 10:27PM",Wednesday,Weekday,8am - 4pm,anelisa0514,hi
"July 23, 2015 at 12:04PM",Thursday,Weekday,12am - 8am,kellychan0330,hi
"July 24, 2015 at 11:57AM",Friday,Weekday,12am - 8am,mimihillcoat,hi
"July 22, 2015 at 05:21PM",Wednesday,Weekday,12am - 8am,totskyg,hi
"July 24, 2015 at 07:47AM",Thursday,Weekday,4pm - 12am,lizprael,hi
"July 22, 2015 at 09:56PM",Wednesday,Weekday,8am - 4pm,kajablonska,hi
"July 23, 2015 at 10:40AM",Thursday,Weekday,12am - 8am,heaton5747,hi
"July 22, 2015 at 01:10PM",Wednesday,Weekday,12am - 8am,iamzini,hi
"July 23, 2015 at 04:23PM",Thursday,Weekday,12am - 8am,karla.keunecke,hi
"July 24, 2015 at 05:41AM",Thursday,Weekday,4pm - 12am,krthomson89,hi
"July 23, 2015 at 11:49AM",Thursday,Weekday,12am - 8am,michele_227,hi
"July 23, 2015 at 03:32AM",Wednesday,Weekday,4pm - 12am,bang.yoga,hi
"July 24, 2015 at 12:52PM",Friday,Weekday,12am - 8am,apeqenina,hi
"July 23, 2015 at 09:51AM",Wednesday,Weekday,4pm - 12am,olya_lya77,hi
"July 22, 2015 at 06:21PM",Wednesday,Weekday,8am - 4pm,pdromiranda,hi
"July 24, 2015 at 08:31AM",Thursday,Weekday,4pm - 12am,swaggercammmmmmmm,hi
"July 23, 2015 at 12:12AM",Wednesday,Weekday,8am - 4pm,cindy_ssdr,hi
"July 22, 2015 at 01:51PM",Wednesday,Weekday,12am - 8am,mzbaykay,hi
"July 22, 2015 at 11:00PM",Wednesday,Weekday,8am - 4pm,francescauleri,hi
"July 23, 2015 at 11:40PM",Thursday,Weekday,8am - 4pm,megantickle,hi
"July 23, 2015 at 07:56PM",Thursday,Weekday,8am - 4pm,stevew_59,hi
"July 23, 2015 at 11:22AM",Thursday,Weekday,12am - 8am,orville_rivera,hi
"July 22, 2015 at 09:52PM",Wednesday,Weekday,8am - 4pm,beyzakin,hi
"July 22, 2015 at 09:13PM",Wednesday,Weekday,8am - 4pm,uglymely,hi
"July 23, 2015 at 05:22PM",Thursday,Weekday,12am - 8am,patevaristo,hi
"July 22, 2015 at 10:13AM",Wednesday,Weekday,12am - 8am,medo_at,hi
"July 22, 2015 at 11:30AM",Wednesday,Weekday,12am - 8am,jean_street,hi
"July 23, 2015 at 12:39PM",Thursday,Weekday,12am - 8am,orville_rivera,hi
"July 23, 2015 at 12:08PM",Thursday,Weekday,12am - 8am,judas_coloured_one,hi
"July 23, 2015 at 10:06PM",Thursday,Weekday,8am - 4pm,uglymely,hi
"July 23, 2015 at 09:15PM",Thursday,Weekday,8am - 4pm,fleuredecoton,hi
"July 24, 2015 at 12:26AM",Thursday,Weekday,8am - 4pm,slydeshaies,hi
"July 23, 2015 at 08:15AM",Wednesday,Weekday,4pm - 12am,remidargegenphotographies,hi
"July 23, 2015 at 10:44AM",Thursday,Weekday,12am - 8am,apioa_,hi
"July 22, 2015 at 10:17PM",Wednesday,Weekday,8am - 4pm,kleytonvieiras,hi
"July 24, 2015 at 03:30AM",Thursday,Weekday,4pm - 12am,leilanitison,hi
"July 23, 2015 at 02:39PM",Thursday,Weekday,12am - 8am,you_riri,hi
"July 23, 2015 at 10:34AM",Thursday,Weekday,12am - 8am,caritoboggio,hi
"July 23, 2015 at 12:33PM",Thursday,Weekday,12am - 8am,kenza.ghenimi,hi
"July 24, 2015 at 01:00PM",Friday,Weekday,12am - 8am,alinewagnerrubin,hi
"July 22, 2015 at 01:10PM",Wednesday,Weekday,12am - 8am,teffbarchietto,hi
"July 23, 2015 at 02:17AM",Wednesday,Weekday,4pm - 12am,elena_rivovna,hi
"July 23, 2015 at 05:18AM",Wednesday,Weekday,4pm - 12am,montyneesam15,hi
"July 23, 2015 at 05:32AM",Wednesday,Weekday,4pm - 12am,pedrab,hi
"July 23, 2015 at 06:33PM",Thursday,Weekday,8am - 4pm,linneagranis,hi
"July 22, 2015 at 08:45PM",Wednesday,Weekday,8am - 4pm,lvnt_dk,hi
"July 22, 2015 at 06:53PM",Wednesday,Weekday,8am - 4pm,melaniepinsolle,hi
"July 23, 2015 at 11:39AM",Thursday,Weekday,12am - 8am,tasazu,hi
"July 23, 2015 at 12:18PM",Thursday,Weekday,12am - 8am,cheeryuano,hi
"July 23, 2015 at 10:36AM",Thursday,Weekday,12am - 8am,vlesykrasivo,hi
"July 23, 2015 at 03:34AM",Wednesday,Weekday,4pm - 12am,daniel_san8a,hi
"July 22, 2015 at 01:30PM",Wednesday,Weekday,12am - 8am,denod,hi
"July 22, 2015 at 04:34PM",Wednesday,Weekday,12am - 8am,mrhenryong,hi
"July 23, 2015 at 03:13AM",Wednesday,Weekday,4pm - 12am,lineamalieah,hi
"July 24, 2015 at 02:25PM",Friday,Weekday,12am - 8am,judyjsohn,hi
"July 23, 2015 at 09:35AM",Wednesday,Weekday,4pm - 12am,diana_mamulova,hi
"July 22, 2015 at 10:30PM",Wednesday,Weekday,8am - 4pm,mariannitaw,hi
"July 23, 2015 at 11:54AM",Thursday,Weekday,12am - 8am,chenpingni,hi
"July 24, 2015 at 12:08AM",Thursday,Weekday,8am - 4pm,chioo05,hi
"July 24, 2015 at 12:13PM",Friday,Weekday,12am - 8am,mowjaa,hi
"July 23, 2015 at 06:03PM",Thursday,Weekday,8am - 4pm,benedictus50aso,hi
"July 23, 2015 at 06:49PM",Thursday,Weekday,8am - 4pm,filipok_chpok,hi
"July 22, 2015 at 09:16PM",Wednesday,Weekday,8am - 4pm,komuccap,hi
"July 22, 2015 at 02:28PM",Wednesday,Weekday,12am - 8am,laurafrodriguez,hi
"July 24, 2015 at 07:42AM",Thursday,Weekday,4pm - 12am,nicoparmesan,hi
"July 23, 2015 at 04:05PM",Thursday,Weekday,12am - 8am,sitharyna,hi
"July 23, 2015 at 05:24AM",Wednesday,Weekday,4pm - 12am,ebrudyg,hi
"July 22, 2015 at 07:45PM",Wednesday,Weekday,8am - 4pm,jgward,hi
"July 24, 2015 at 03:45AM",Thursday,Weekday,4pm - 12am,minjienette,hi
"July 24, 2015 at 04:20PM",Friday,Weekday,12am - 8am,brittanibader,hi
"July 24, 2015 at 06:19AM",Thursday,Weekday,4pm - 12am,gonewiththewhirlwind,hi
"July 23, 2015 at 08:32AM",Wednesday,Weekday,4pm - 12am,saltwatergirl15,hi
"July 24, 2015 at 08:38AM",Thursday,Weekday,4pm - 12am,ilserlo,hi
"July 24, 2015 at 07:43AM",Thursday,Weekday,4pm - 12am,xgeronaxmariax,hi
"July 22, 2015 at 07:47PM",Wednesday,Weekday,8am - 4pm,sunfor.me,hi
"July 23, 2015 at 09:29PM",Thursday,Weekday,8am - 4pm,ukenova_g,hi
"July 22, 2015 at 05:51PM",Wednesday,Weekday,12am - 8am,jantooo,hi
"July 24, 2015 at 03:24AM",Thursday,Weekday,4pm - 12am,hung_yu__,hi
"July 23, 2015 at 07:21PM",Thursday,Weekday,8am - 4pm,feedthefatties,hi
"July 22, 2015 at 07:39PM",Wednesday,Weekday,8am - 4pm,lucianaoliveiram,hi
"July 23, 2015 at 10:41AM",Thursday,Weekday,12am - 8am,fridajohansson.eu,hi
"July 22, 2015 at 01:41PM",Wednesday,Weekday,12am - 8am,glennllorente,hi
"July 22, 2015 at 09:01PM",Wednesday,Weekday,8am - 4pm,nikkivanwessel,hi
"July 23, 2015 at 12:05PM",Thursday,Weekday,12am - 8am,sofiaduran,hi
"July 22, 2015 at 01:39PM",Wednesday,Weekday,12am - 8am,kittikatefr,hi
"July 22, 2015 at 11:38PM",Wednesday,Weekday,8am - 4pm,jujuesparza,hi
"July 23, 2015 at 12:15PM",Thursday,Weekday,12am - 8am,ashleykyu,hi
"July 22, 2015 at 09:39PM",Wednesday,Weekday,8am - 4pm,theglamoroushousewife,hi
"July 23, 2015 at 10:56PM",Thursday,Weekday,8am - 4pm,malu_darcadia,hi
"July 24, 2015 at 12:06PM",Friday,Weekday,12am - 8am,guiaraujo028,hi
"July 23, 2015 at 11:56AM",Thursday,Weekday,12am - 8am,kenza.ghenimi,hi
"July 24, 2015 at 05:39AM",Thursday,Weekday,4pm - 12am,drmertol,hi
"July 23, 2015 at 10:27PM",Thursday,Weekday,8am - 4pm,damianosabcd,hi
"July 24, 2015 at 07:41AM",Thursday,Weekday,4pm - 12am,gdeww32,hi
"July 22, 2015 at 05:51PM",Wednesday,Weekday,12am - 8am,_giuliacesar,hi
"July 23, 2015 at 10:30PM",Thursday,Weekday,8am - 4pm,jdnelson4,hi
"July 22, 2015 at 11:58PM",Wednesday,Weekday,8am - 4pm,i_am_katya,hi
"July 22, 2015 at 10:25AM",Wednesday,Weekday,12am - 8am,sasaorach,hi
"July 23, 2015 at 03:15AM",Wednesday,Weekday,4pm - 12am,seikotaki,hi
"July 24, 2015 at 03:56PM",Friday,Weekday,12am - 8am,leandrotavela,hi
"July 22, 2015 at 09:12PM",Wednesday,Weekday,8am - 4pm,dumas_93,hi
"July 22, 2015 at 07:01PM",Wednesday,Weekday,8am - 4pm,pich_a,hi
"July 24, 2015 at 07:38AM",Thursday,Weekday,4pm - 12am,marinamademoiselle,hi
"July 23, 2015 at 09:46AM",Wednesday,Weekday,4pm - 12am,wstmimi,hi
"July 23, 2015 at 09:14PM",Thursday,Weekday,8am - 4pm,maryion_,hi
"July 22, 2015 at 07:41PM",Wednesday,Weekday,8am - 4pm,summer___pc,hi
"July 24, 2015 at 11:47AM",Friday,Weekday,12am - 8am,josepabloriher,hi
"July 23, 2015 at 08:26AM",Wednesday,Weekday,4pm - 12am,madlyaddictive,hi
"July 24, 2015 at 04:27PM",Friday,Weekday,12am - 8am,trisharon,hi
"July 22, 2015 at 09:26PM",Wednesday,Weekday,8am - 4pm,talesofourtravels,hi
"July 24, 2015 at 09:03AM",Thursday,Weekday,4pm - 12am,adecker31,hi
"July 24, 2015 at 09:53AM",Thursday,Weekday,4pm - 12am,steffanusdinoto,hi
"July 23, 2015 at 08:41AM",Wednesday,Weekday,4pm - 12am,avecalex,hi
"July 24, 2015 at 08:32AM",Thursday,Weekday,4pm - 12am,celicelo,hi
"July 22, 2015 at 11:05PM",Wednesday,Weekday,8am - 4pm,ratp_hmiri,hi
"July 23, 2015 at 12:17AM",Wednesday,Weekday,8am - 4pm,samuelle__,hi
"July 22, 2015 at 01:40PM",Wednesday,Weekday,12am - 8am,glennllorente,hi
"July 23, 2015 at 08:15AM",Wednesday,Weekday,4pm - 12am,hannah_n0elle,hi
"July 24, 2015 at 10:58AM",Friday,Weekday,12am - 8am,srsly_summer,hi
"July 24, 2015 at 08:48AM",Thursday,Weekday,4pm - 12am,emiebach,hi
"July 23, 2015 at 12:15AM",Wednesday,Weekday,8am - 4pm,dianelaloupe,hi
"July 23, 2015 at 11:39AM",Thursday,Weekday,12am - 8am,splata0310,hi
"July 24, 2015 at 03:37AM",Thursday,Weekday,4pm - 12am,simonrov,hi
"July 23, 2015 at 11:49AM",Thursday,Weekday,12am - 8am,paultan808,hi
"July 23, 2015 at 05:30AM",Wednesday,Weekday,4pm - 12am,veratjoa76,hi
"July 23, 2015 at 10:14PM",Thursday,Weekday,8am - 4pm,justsmileale82,hi
"July 23, 2015 at 05:28AM",Wednesday,Weekday,4pm - 12am,t_mistolerova,hi
"July 23, 2015 at 12:24PM",Thursday,Weekday,12am - 8am,xeninka,hi
"July 23, 2015 at 10:50PM",Thursday,Weekday,8am - 4pm,kktravelsandeats,hi
"July 24, 2015 at 09:48AM",Thursday,Weekday,4pm - 12am,mad_libz83,hi
"July 22, 2015 at 10:56PM",Wednesday,Weekday,8am - 4pm,lenagladilina,hi
"July 23, 2015 at 03:22AM",Wednesday,Weekday,4pm - 12am,kxrla_xo,hi
"July 23, 2015 at 08:51AM",Wednesday,Weekday,4pm - 12am,claire_frt,hi
"July 24, 2015 at 12:18PM",Friday,Weekday,12am - 8am,jennyjung1203,hi
"July 24, 2015 at 12:07PM",Friday,Weekday,12am - 8am,wstmimi,hi
"July 24, 2015 at 10:08AM",Friday,Weekday,12am - 8am,inst4guik,hi
"July 22, 2015 at 01:31PM",Wednesday,Weekday,12am - 8am,glennllorente,hi
"July 22, 2015 at 07:07PM",Wednesday,Weekday,8am - 4pm,sunfor.me,hi
"July 22, 2015 at 07:36PM",Wednesday,Weekday,8am - 4pm,mobicho,hi
"July 24, 2015 at 03:23AM",Thursday,Weekday,4pm - 12am,colleenmario,hi
"July 23, 2015 at 08:37AM",Wednesday,Weekday,4pm - 12am,monpetitpinson,hi
"July 23, 2015 at 11:12AM",Thursday,Weekday,12am - 8am,maypha,hi
"July 23, 2015 at 03:23AM",Wednesday,Weekday,4pm - 12am,taniok,hi
"July 24, 2015 at 09:04AM",Thursday,Weekday,4pm - 12am,cerwinx,hi
"July 23, 2015 at 02:19AM",Wednesday,Weekday,4pm - 12am,carlosvillegas__,hi
"July 22, 2015 at 08:58PM",Wednesday,Weekday,8am - 4pm,janhendrikgrobbelaar88,hi
"July 23, 2015 at 12:07AM",Wednesday,Weekday,8am - 4pm,tharythary,hi
"July 23, 2015 at 05:42PM",Thursday,Weekday,12am - 8am,lalalalalabiu,hi
"July 22, 2015 at 08:48PM",Wednesday,Weekday,8am - 4pm,rajder777,hi
"July 23, 2015 at 07:46PM",Thursday,Weekday,8am - 4pm,_danik,hi
"July 22, 2015 at 08:19PM",Wednesday,Weekday,8am - 4pm,mozaalakraf,hi
"July 23, 2015 at 02:26PM",Thursday,Weekday,12am - 8am,aodlkika,hi
"July 24, 2015 at 12:21PM",Friday,Weekday,12am - 8am,aicarolpereira,hi
"July 23, 2015 at 10:28PM",Thursday,Weekday,8am - 4pm,igor_dordevic,hi
"July 23, 2015 at 08:35AM",Wednesday,Weekday,4pm - 12am,vogueoverdose,hi
"July 23, 2015 at 02:55PM",Thursday,Weekday,12am - 8am,mclairecat8,hi
"July 24, 2015 at 08:40AM",Thursday,Weekday,4pm - 12am,blogdelili,hi
"July 23, 2015 at 10:30AM",Thursday,Weekday,12am - 8am,vlesykrasivo,hi
"July 24, 2015 at 09:01AM",Thursday,Weekday,4pm - 12am,watzijziet,hi
"July 22, 2015 at 06:37PM",Wednesday,Weekday,8am - 4pm,saradjarv,hi
"July 22, 2015 at 11:59PM",Wednesday,Weekday,8am - 4pm,akiralinn,hi
"July 23, 2015 at 09:33PM",Thursday,Weekday,8am - 4pm,al_singapore,hi
"July 24, 2015 at 01:23PM",Friday,Weekday,12am - 8am,fritzfito,hi
"July 24, 2015 at 06:30AM",Thursday,Weekday,4pm - 12am,kravchss,hi
"July 24, 2015 at 11:26AM",Friday,Weekday,12am - 8am,tomso_nibelheim,hi
"July 24, 2015 at 12:20AM",Thursday,Weekday,8am - 4pm,lavieennoir__,hi
"July 22, 2015 at 09:10PM",Wednesday,Weekday,8am - 4pm,abpxoxox,hi
"July 22, 2015 at 09:03PM",Wednesday,Weekday,8am - 4pm,rivasjean,hi
"July 23, 2015 at 11:02PM",Thursday,Weekday,8am - 4pm,millyyem,hi
"July 22, 2015 at 12:27PM",Wednesday,Weekday,12am - 8am,fsilvafont,hi
"July 24, 2015 at 03:45AM",Thursday,Weekday,4pm - 12am,eungyo.joo,hi
"July 22, 2015 at 11:01PM",Wednesday,Weekday,8am - 4pm,vilynk,hi
"July 22, 2015 at 07:33PM",Wednesday,Weekday,8am - 4pm,lauraspencer98,hi
"July 23, 2015 at 05:48PM",Thursday,Weekday,12am - 8am,kitsunefootballclub,hi
"July 23, 2015 at 11:27PM",Thursday,Weekday,8am - 4pm,donfahada,hi
"July 23, 2015 at 12:25AM",Wednesday,Weekday,8am - 4pm,mattimoja,hi
"July 23, 2015 at 11:50AM",Thursday,Weekday,12am - 8am,itsnachoh,hi
"July 24, 2015 at 08:58AM",Thursday,Weekday,4pm - 12am,betogzzb,hi
"July 22, 2015 at 10:15AM",Wednesday,Weekday,12am - 8am,jucarbreta,hi
"July 24, 2015 at 08:54AM",Thursday,Weekday,4pm - 12am,ufapics,hi
"July 22, 2015 at 10:27PM",Wednesday,Weekday,8am - 4pm,ziezillah,hi
"July 24, 2015 at 11:45AM",Friday,Weekday,12am - 8am,florguiet,hi
"July 24, 2015 at 08:56AM",Thursday,Weekday,4pm - 12am,bornhipsteragain,hi
"July 23, 2015 at 10:14PM",Thursday,Weekday,8am - 4pm,artifactofdesolation,hi
"July 22, 2015 at 09:53PM",Wednesday,Weekday,8am - 4pm,bebeta28,hi
"July 24, 2015 at 03:22AM",Thursday,Weekday,4pm - 12am,nathanyelbns,hi
"July 23, 2015 at 09:32PM",Thursday,Weekday,8am - 4pm,nan_dalla,hi
"July 24, 2015 at 08:57AM",Thursday,Weekday,4pm - 12am,gloomable,hi
"July 23, 2015 at 03:27AM",Wednesday,Weekday,4pm - 12am,_cde3,hi
"July 23, 2015 at 02:08AM",Wednesday,Weekday,4pm - 12am,sara.alebrahim,hi
"July 22, 2015 at 09:10PM",Wednesday,Weekday,8am - 4pm,dearlauraco,hi
"July 23, 2015 at 12:00AM",Wednesday,Weekday,8am - 4pm,mamasaxo,hi
"July 24, 2015 at 02:20PM",Friday,Weekday,12am - 8am,shanneniicole,hi
"July 24, 2015 at 01:06PM",Friday,Weekday,12am - 8am,mauheroli,hi
"July 24, 2015 at 01:40PM",Friday,Weekday,12am - 8am,bekikko,hi
"July 22, 2015 at 08:38PM",Wednesday,Weekday,8am - 4pm,colinevirly,hi
"July 23, 2015 at 10:21AM",Thursday,Weekday,12am - 8am,chik1nwong,hi
"July 22, 2015 at 09:29PM",Wednesday,Weekday,8am - 4pm,caulaincourtparis,hi
"July 24, 2015 at 03:56PM",Friday,Weekday,12am - 8am,louissbe,hi
"July 24, 2015 at 10:02AM",Friday,Weekday,12am - 8am,jana0513,hi
"July 22, 2015 at 09:26PM",Wednesday,Weekday,8am - 4pm,sam.aceto,hi
"July 24, 2015 at 12:12AM",Thursday,Weekday,8am - 4pm,fedeustare,hi
"July 23, 2015 at 08:32AM",Wednesday,Weekday,4pm - 12am,marinamler,hi
"July 23, 2015 at 10:27AM",Thursday,Weekday,12am - 8am,vlesykrasivo,hi
"July 22, 2015 at 12:51PM",Wednesday,Weekday,12am - 8am,sozzzin,hi
"July 24, 2015 at 07:57AM",Thursday,Weekday,4pm - 12am,harissasanchez,hi
"July 24, 2015 at 05:34AM",Thursday,Weekday,4pm - 12am,sofia_runs25,hi
"July 24, 2015 at 11:38AM",Friday,Weekday,12am - 8am,o.qii,hi
"July 22, 2015 at 09:44PM",Wednesday,Weekday,8am - 4pm,surprisinglyalways,hi
"#notredame #cathedral #paris #music #summer""",https://instagram.com/p/5bw_JDNkaz/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/10299797_880013902064421_1934309676_n.jpg,,,hi
"July 23, 2015 at 06:57PM",Thursday,Weekday,8am - 4pm,thefroginthemug,hi
"July 23, 2015 at 10:45AM",Thursday,Weekday,12am - 8am,heaton5747,hi
"July 23, 2015 at 03:19AM",Wednesday,Weekday,4pm - 12am,djedjouille,hi
"July 23, 2015 at 06:35PM",Thursday,Weekday,8am - 4pm,eleanor_is_life,hi
"July 22, 2015 at 10:32PM",Wednesday,Weekday,8am - 4pm,colletbe,hi
"July 22, 2015 at 09:32PM",Wednesday,Weekday,8am - 4pm,marko_ma,hi
"July 23, 2015 at 07:55PM",Thursday,Weekday,8am - 4pm,enrangdoignons,hi
"July 23, 2015 at 05:43AM",Wednesday,Weekday,4pm - 12am,noeud_noeud,hi
"July 22, 2015 at 07:52PM",Wednesday,Weekday,8am - 4pm,hannahclxrke,hi
"July 23, 2015 at 10:48AM",Thursday,Weekday,12am - 8am,heaton5747,hi
"July 22, 2015 at 10:57PM",Wednesday,Weekday,8am - 4pm,tishou2,hi
"July 22, 2015 at 08:36PM",Wednesday,Weekday,8am - 4pm,feelingheaven,hi
"July 22, 2015 at 10:23AM",Wednesday,Weekday,12am - 8am,anthonybouzaid,hi
"July 23, 2015 at 10:52PM",Thursday,Weekday,8am - 4pm,threoktavia97,hi
"July 23, 2015 at 05:43AM",Wednesday,Weekday,4pm - 12am,louisemalmqvist,hi
"July 23, 2015 at 05:36AM",Wednesday,Weekday,4pm - 12am,mi6lo,hi
"July 23, 2015 at 11:44AM",Thursday,Weekday,12am - 8am,pinar_viola,hi
"July 23, 2015 at 01:48PM",Thursday,Weekday,12am - 8am,annaseaskey,hi
"July 24, 2015 at 07:54AM",Thursday,Weekday,4pm - 12am,epii,hi
"July 24, 2015 at 07:42AM",Thursday,Weekday,4pm - 12am,jasonzhang_8925,hi
"July 22, 2015 at 01:58PM",Wednesday,Weekday,12am - 8am,luzrosalesbtz,hi
"July 22, 2015 at 08:50PM",Wednesday,Weekday,8am - 4pm,kaanbeck,hi
"July 23, 2015 at 07:49PM",Thursday,Weekday,8am - 4pm,daakh,hi
"July 22, 2015 at 09:03PM",Wednesday,Weekday,8am - 4pm,pengjunxi,hi
"July 22, 2015 at 07:25PM",Wednesday,Weekday,8am - 4pm,sara_chehab1,hi
"July 22, 2015 at 01:38PM",Wednesday,Weekday,12am - 8am,glennllorente,hi
"July 23, 2015 at 10:40PM",Thursday,Weekday,8am - 4pm,aoifeinthefort,hi
"July 24, 2015 at 03:34AM",Thursday,Weekday,4pm - 12am,tonydoc,hi
"July 24, 2015 at 05:47AM",Thursday,Weekday,4pm - 12am,brother__water,hi
"July 23, 2015 at 09:28PM",Thursday,Weekday,8am - 4pm,maryamalsharqi,hi
"July 23, 2015 at 07:16PM",Thursday,Weekday,8am - 4pm,nozorouard,hi
"July 23, 2015 at 08:44AM",Wednesday,Weekday,4pm - 12am,jjamesbriann,hi
"July 22, 2015 at 09:31PM",Wednesday,Weekday,8am - 4pm,tulluv,hi
"July 23, 2015 at 08:50AM",Wednesday,Weekday,4pm - 12am,katie_mcfadden_,hi
"July 23, 2015 at 10:42PM",Thursday,Weekday,8am - 4pm,abimogs,hi
