Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"July 21, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,debrazebra17,hi
"July 21, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,es_lam81,hi
"July 21, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,peacelovemako,hi
"July 21, 2015 at 05:50PM",Tuesday,Weekday,12am - 8am,mashakhalizieva,hi
"July 21, 2015 at 05:52PM",Tuesday,Weekday,12am - 8am,luchi_1202,hi
"July 21, 2015 at 05:53PM",Tuesday,Weekday,12am - 8am,directionergirlwhut,hi
"July 21, 2015 at 05:53PM",Tuesday,Weekday,12am - 8am,freepy,hi
"July 21, 2015 at 05:53PM",Tuesday,Weekday,12am - 8am,shosh4u,hi
"July 21, 2015 at 06:00PM",Tuesday,Weekday,8am - 4pm,queenalbina,hi
"July 21, 2015 at 06:01PM",Tuesday,Weekday,8am - 4pm,twisttttt,hi
"July 21, 2015 at 06:02PM",Tuesday,Weekday,8am - 4pm,ailies_,hi
"July 21, 2015 at 06:57PM",Tuesday,Weekday,8am - 4pm,biatenorio__,hi
"July 21, 2015 at 06:58PM",Tuesday,Weekday,8am - 4pm,caitlinnobes,hi
"July 21, 2015 at 06:59PM",Tuesday,Weekday,8am - 4pm,aja.q,hi
"July 21, 2015 at 07:00PM",Tuesday,Weekday,8am - 4pm,marius_tra,hi
"July 21, 2015 at 07:01PM",Tuesday,Weekday,8am - 4pm,m_gcc,hi
"July 21, 2015 at 07:03PM",Tuesday,Weekday,8am - 4pm,bartuoncuoglu,hi
"July 21, 2015 at 07:05PM",Tuesday,Weekday,8am - 4pm,aliyabdr,hi
"July 21, 2015 at 07:05PM",Tuesday,Weekday,8am - 4pm,shan_cass,hi
"July 21, 2015 at 07:06PM",Tuesday,Weekday,8am - 4pm,potapoverova,hi
"July 21, 2015 at 07:58PM",Tuesday,Weekday,8am - 4pm,researcher215,hi
"July 21, 2015 at 07:59PM",Tuesday,Weekday,8am - 4pm,sjmoland,hi
"July 21, 2015 at 08:02PM",Tuesday,Weekday,8am - 4pm,researcher215,hi
"July 21, 2015 at 08:05PM",Tuesday,Weekday,8am - 4pm,americanoxygen__,hi
"July 21, 2015 at 08:06PM",Tuesday,Weekday,8am - 4pm,al_singapore,hi
"July 21, 2015 at 08:06PM",Tuesday,Weekday,8am - 4pm,kingzahira,hi
"July 21, 2015 at 08:07PM",Tuesday,Weekday,8am - 4pm,jpruedag,hi
"July 21, 2015 at 08:09PM",Tuesday,Weekday,8am - 4pm,gapachecov,hi
"July 21, 2015 at 08:11PM",Tuesday,Weekday,8am - 4pm,emiliefbergmann,hi
"July 21, 2015 at 09:03PM",Tuesday,Weekday,8am - 4pm,1234pjkg,hi
"July 21, 2015 at 09:03PM",Tuesday,Weekday,8am - 4pm,it.shahad,hi
"July 21, 2015 at 09:03PM",Tuesday,Weekday,8am - 4pm,jameswilliamsdrums,hi
"July 21, 2015 at 09:07PM",Tuesday,Weekday,8am - 4pm,arthur.kovalenko,hi
"July 21, 2015 at 09:11PM",Tuesday,Weekday,8am - 4pm,stasiaolson,hi
"July 21, 2015 at 09:13PM",Tuesday,Weekday,8am - 4pm,avianahandoko,hi
"July 21, 2015 at 09:14PM",Tuesday,Weekday,8am - 4pm,aysedikmen89,hi
"July 21, 2015 at 09:14PM",Tuesday,Weekday,8am - 4pm,nastia_sinitsyna,hi
"July 21, 2015 at 09:14PM",Tuesday,Weekday,8am - 4pm,iuripossebon,hi
"July 21, 2015 at 10:06PM",Tuesday,Weekday,8am - 4pm,sarahhhhbadamo,hi
"July 21, 2015 at 10:07PM",Tuesday,Weekday,8am - 4pm,the_official_wild,hi
"July 21, 2015 at 11:08PM",Tuesday,Weekday,8am - 4pm,sthefanymostaert,hi
"July 21, 2015 at 11:08PM",Tuesday,Weekday,8am - 4pm,francineditadi,hi
"July 21, 2015 at 11:08PM",Tuesday,Weekday,8am - 4pm,xoxo_maruf,hi
"July 21, 2015 at 11:09PM",Tuesday,Weekday,8am - 4pm,oushi1,hi
"July 21, 2015 at 11:10PM",Tuesday,Weekday,8am - 4pm,xoxo_maruf,hi
"July 21, 2015 at 11:11PM",Tuesday,Weekday,8am - 4pm,azahelv,hi
"July 22, 2015 at 12:17AM",Tuesday,Weekday,8am - 4pm,_gwestwood,hi
"July 22, 2015 at 12:19AM",Tuesday,Weekday,8am - 4pm,mariemaze,hi
"July 22, 2015 at 12:20AM",Tuesday,Weekday,8am - 4pm,bebel_bezerra,hi
"July 22, 2015 at 02:28AM",Tuesday,Weekday,4pm - 12am,charita9,hi
"July 22, 2015 at 02:29AM",Tuesday,Weekday,4pm - 12am,justin_xia,hi
"July 22, 2015 at 02:29AM",Tuesday,Weekday,4pm - 12am,nourraalthani,hi
"July 22, 2015 at 02:30AM",Tuesday,Weekday,4pm - 12am,walomeca,hi
"July 22, 2015 at 02:30AM",Tuesday,Weekday,4pm - 12am,_missmads_,hi
"July 22, 2015 at 02:30AM",Tuesday,Weekday,4pm - 12am,zizoo3,hi
"July 22, 2015 at 02:31AM",Tuesday,Weekday,4pm - 12am,kztoshi,hi
"July 22, 2015 at 02:31AM",Tuesday,Weekday,4pm - 12am,joaooli_oliveira_37,hi
"July 22, 2015 at 02:31AM",Tuesday,Weekday,4pm - 12am,justin_xia,hi
"July 22, 2015 at 02:32AM",Tuesday,Weekday,4pm - 12am,juandiwetzell,hi
"July 22, 2015 at 02:32AM",Tuesday,Weekday,4pm - 12am,femigliorini,hi
"July 22, 2015 at 02:33AM",Tuesday,Weekday,4pm - 12am,justin_xia,hi
"July 22, 2015 at 02:33AM",Tuesday,Weekday,4pm - 12am,mikeawww,hi
"July 22, 2015 at 03:29AM",Tuesday,Weekday,4pm - 12am,deblomatic,hi
"July 22, 2015 at 03:29AM",Tuesday,Weekday,4pm - 12am,deblomatic,hi
"July 22, 2015 at 03:31AM",Tuesday,Weekday,4pm - 12am,julieoehme,hi
"July 22, 2015 at 03:31AM",Tuesday,Weekday,4pm - 12am,steffip24,hi
"July 22, 2015 at 03:34AM",Tuesday,Weekday,4pm - 12am,parisze,hi
"July 22, 2015 at 03:34AM",Tuesday,Weekday,4pm - 12am,daniloseraos,hi
"July 22, 2015 at 03:34AM",Tuesday,Weekday,4pm - 12am,soeirodebora,hi
"July 22, 2015 at 03:35AM",Tuesday,Weekday,4pm - 12am,matthewcchow,hi
"July 22, 2015 at 04:34AM",Tuesday,Weekday,4pm - 12am,gu_een1,hi
"July 22, 2015 at 04:35AM",Tuesday,Weekday,4pm - 12am,gu_een1,hi
"July 22, 2015 at 04:35AM",Tuesday,Weekday,4pm - 12am,candicefriberg,hi
"July 22, 2015 at 04:36AM",Tuesday,Weekday,4pm - 12am,davidemetereopaticoborsari,hi
"July 22, 2015 at 04:37AM",Tuesday,Weekday,4pm - 12am,gu_een1,hi
"July 22, 2015 at 04:37AM",Tuesday,Weekday,4pm - 12am,ramszi,hi
"July 22, 2015 at 04:37AM",Tuesday,Weekday,4pm - 12am,gu_een1,hi
"July 22, 2015 at 04:37AM",Tuesday,Weekday,4pm - 12am,rebeccaxoxo69,hi
"July 22, 2015 at 04:38AM",Tuesday,Weekday,4pm - 12am,empire_ants,hi
"July 22, 2015 at 04:38AM",Tuesday,Weekday,4pm - 12am,thalii_tr,hi
"July 22, 2015 at 04:38AM",Tuesday,Weekday,4pm - 12am,dydvkf0110,hi
"July 22, 2015 at 05:40AM",Tuesday,Weekday,4pm - 12am,dima_tambovtsev,hi
"July 22, 2015 at 05:40AM",Tuesday,Weekday,4pm - 12am,jpruedag,hi
"July 22, 2015 at 05:40AM",Tuesday,Weekday,4pm - 12am,taisichka,hi
"July 22, 2015 at 05:41AM",Tuesday,Weekday,4pm - 12am,lauraswanderlust,hi
"July 22, 2015 at 05:41AM",Tuesday,Weekday,4pm - 12am,nmedinabaeza,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,sea86ru,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,vleden,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,catalinapin_,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,fedezopp,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,gui_jafrone,hi
"July 22, 2015 at 05:42AM",Tuesday,Weekday,4pm - 12am,bellesteffens,hi
"July 22, 2015 at 06:36AM",Tuesday,Weekday,4pm - 12am,leguidedesmontres,hi
"July 22, 2015 at 06:36AM",Tuesday,Weekday,4pm - 12am,kasiapopowska,hi
"July 22, 2015 at 07:46AM",Tuesday,Weekday,4pm - 12am,miaoaimao,hi
"July 22, 2015 at 07:47AM",Tuesday,Weekday,4pm - 12am,merekeabdraimova,hi
"July 22, 2015 at 07:47AM",Tuesday,Weekday,4pm - 12am,lilyma,hi
"July 22, 2015 at 07:47AM",Tuesday,Weekday,4pm - 12am,this_is_ryan,hi
"July 22, 2015 at 07:47AM",Tuesday,Weekday,4pm - 12am,krafdal,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,lilyma,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,mharga,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,mimoreira__,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,tidoni,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,duflodocus,hi
"July 22, 2015 at 07:48AM",Tuesday,Weekday,4pm - 12am,gynowsc,hi
"July 22, 2015 at 07:49AM",Tuesday,Weekday,4pm - 12am,artymiss87,hi
"July 22, 2015 at 07:49AM",Tuesday,Weekday,4pm - 12am,ellapetronella,hi
"July 22, 2015 at 07:49AM",Tuesday,Weekday,4pm - 12am,moliver840,hi
"July 22, 2015 at 07:50AM",Tuesday,Weekday,4pm - 12am,andreeain,hi
"July 22, 2015 at 09:55AM",Tuesday,Weekday,4pm - 12am,cozymono,hi
"July 22, 2015 at 09:55AM",Tuesday,Weekday,4pm - 12am,aimeetrist,hi
"July 22, 2015 at 09:55AM",Tuesday,Weekday,4pm - 12am,stobaus,hi
"July 22, 2015 at 09:55AM",Tuesday,Weekday,4pm - 12am,amani_alhosany,hi
"July 22, 2015 at 09:55AM",Tuesday,Weekday,4pm - 12am,hannahcsantis,hi
"July 28, 2015 at 10:01AM",Tuesday,Weekday,12am - 8am,mjcrumpler,hi
"July 28, 2015 at 10:01AM",Tuesday,Weekday,12am - 8am,rahaf_bajoudah,hi
"July 28, 2015 at 10:01AM",Tuesday,Weekday,12am - 8am,_hyuuun_,hi
"July 28, 2015 at 11:57AM",Tuesday,Weekday,12am - 8am,fabian890829,hi
"July 28, 2015 at 11:57AM",Tuesday,Weekday,12am - 8am,solipampillon,hi
"July 28, 2015 at 11:58AM",Tuesday,Weekday,12am - 8am,logancheriejones,hi
"July 28, 2015 at 11:58AM",Tuesday,Weekday,12am - 8am,katrin_devyanina,hi
"July 28, 2015 at 11:58AM",Tuesday,Weekday,12am - 8am,anna_jeong1,hi
"July 28, 2015 at 11:59AM",Tuesday,Weekday,12am - 8am,wuueeraa,hi
"July 28, 2015 at 11:59AM",Tuesday,Weekday,12am - 8am,katrin_devyanina,hi
"July 28, 2015 at 12:00PM",Tuesday,Weekday,12am - 8am,zulhilmizairee,hi
"July 28, 2015 at 12:00PM",Tuesday,Weekday,12am - 8am,katrin_devyanina,hi
"July 28, 2015 at 12:00PM",Tuesday,Weekday,12am - 8am,jowitapodolak,hi
"July 28, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,iagocgarcia,hi
"July 28, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,rlawlals117,hi
"July 28, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,rachyuu24,hi
"July 28, 2015 at 12:38PM",Tuesday,Weekday,12am - 8am,thebrandonbatkins,hi
"July 28, 2015 at 12:40PM",Tuesday,Weekday,12am - 8am,barbela666,hi
"July 28, 2015 at 12:42PM",Tuesday,Weekday,12am - 8am,thebrandonbatkins,hi
"July 28, 2015 at 12:43PM",Tuesday,Weekday,12am - 8am,awghdiego,hi
"July 28, 2015 at 12:46PM",Tuesday,Weekday,12am - 8am,alextphotoz,hi
"July 28, 2015 at 12:46PM",Tuesday,Weekday,12am - 8am,alextphotoz,hi
"July 28, 2015 at 12:46PM",Tuesday,Weekday,12am - 8am,alextphotoz,hi
"July 28, 2015 at 12:50PM",Tuesday,Weekday,12am - 8am,kinseyrl,hi
"July 28, 2015 at 12:51PM",Tuesday,Weekday,12am - 8am,claire.tg,hi
"July 28, 2015 at 01:07PM",Tuesday,Weekday,12am - 8am,tanushasa,hi
"July 28, 2015 at 01:08PM",Tuesday,Weekday,12am - 8am,iak8,hi
"July 28, 2015 at 01:11PM",Tuesday,Weekday,12am - 8am,daamiiieen,hi
"July 28, 2015 at 01:12PM",Tuesday,Weekday,12am - 8am,ss_wma,hi
"July 28, 2015 at 01:14PM",Tuesday,Weekday,12am - 8am,beloezoloto,hi
"July 28, 2015 at 01:20PM",Tuesday,Weekday,12am - 8am,irochka_1511,hi
"July 28, 2015 at 01:23PM",Tuesday,Weekday,12am - 8am,tanushasa,hi
"July 28, 2015 at 01:23PM",Tuesday,Weekday,12am - 8am,mog.v,hi
"July 28, 2015 at 01:27PM",Tuesday,Weekday,12am - 8am,ozma_of_ozzz,hi
"July 28, 2015 at 01:44PM",Tuesday,Weekday,12am - 8am,dbaand,hi
"July 28, 2015 at 01:45PM",Tuesday,Weekday,12am - 8am,hector_linares,hi
"July 28, 2015 at 01:59PM",Tuesday,Weekday,12am - 8am,hector_linares,hi
"July 28, 2015 at 02:01PM",Tuesday,Weekday,12am - 8am,18_d,hi
"July 28, 2015 at 02:24PM",Tuesday,Weekday,12am - 8am,hector_linares,hi
"July 28, 2015 at 02:26PM",Tuesday,Weekday,12am - 8am,amywayz,hi
"July 28, 2015 at 02:28PM",Tuesday,Weekday,12am - 8am,raincoxiaoyu,hi
"July 28, 2015 at 02:28PM",Tuesday,Weekday,12am - 8am,hector_linares,hi
"July 28, 2015 at 02:31PM",Tuesday,Weekday,12am - 8am,veronicaonovak,hi
"July 28, 2015 at 02:33PM",Tuesday,Weekday,12am - 8am,teepeegee,hi
"July 28, 2015 at 02:48PM",Tuesday,Weekday,12am - 8am,ariospina,hi
"July 28, 2015 at 02:55PM",Tuesday,Weekday,12am - 8am,roundtheworldtravel,hi
"July 28, 2015 at 03:02PM",Tuesday,Weekday,12am - 8am,carlaoh23,hi
"July 28, 2015 at 03:14PM",Tuesday,Weekday,12am - 8am,jeehee620,hi
"July 28, 2015 at 03:26PM",Tuesday,Weekday,12am - 8am,farizzakbars,hi
"July 28, 2015 at 03:46PM",Tuesday,Weekday,12am - 8am,huam_sostenes,hi
"July 28, 2015 at 04:29PM",Tuesday,Weekday,12am - 8am,mrbaizen,hi
"July 28, 2015 at 04:32PM",Tuesday,Weekday,12am - 8am,huam_sostenes,hi
"July 28, 2015 at 04:38PM",Tuesday,Weekday,12am - 8am,julia8909,hi
"July 28, 2015 at 04:39PM",Tuesday,Weekday,12am - 8am,huam_sostenes,hi
"July 28, 2015 at 04:51PM",Tuesday,Weekday,12am - 8am,_hector_andres,hi
"July 28, 2015 at 04:52PM",Tuesday,Weekday,12am - 8am,huam_sostenes,hi
"July 28, 2015 at 05:45PM",Tuesday,Weekday,12am - 8am,mmonkolski,hi
"July 28, 2015 at 05:48PM",Tuesday,Weekday,12am - 8am,cecebombshell,hi
"July 28, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,wusya,hi
"July 28, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,15190_km_plus_loin,hi
"July 28, 2015 at 05:49PM",Tuesday,Weekday,12am - 8am,primrose_b11,hi
"July 28, 2015 at 05:52PM",Tuesday,Weekday,12am - 8am,putrinatashaa,hi
"July 28, 2015 at 05:52PM",Tuesday,Weekday,12am - 8am,primrose_b11,hi
"July 28, 2015 at 05:55PM",Tuesday,Weekday,12am - 8am,letiaust,hi
"July 28, 2015 at 05:55PM",Tuesday,Weekday,12am - 8am,nutajust,hi
"July 28, 2015 at 05:58PM",Tuesday,Weekday,12am - 8am,awikaeve,hi
"July 28, 2015 at 06:02PM",Tuesday,Weekday,8am - 4pm,letizamnoi,hi
"July 28, 2015 at 06:53PM",Tuesday,Weekday,8am - 4pm,jabir_1993,hi
"July 28, 2015 at 06:55PM",Tuesday,Weekday,8am - 4pm,kirsteehoath,hi
"July 28, 2015 at 06:56PM",Tuesday,Weekday,8am - 4pm,maxbrignoli,hi
"July 28, 2015 at 06:58PM",Tuesday,Weekday,8am - 4pm,ekaterina_rumiantceva,hi
"July 28, 2015 at 06:59PM",Tuesday,Weekday,8am - 4pm,fanniemelander,hi
"July 28, 2015 at 06:59PM",Tuesday,Weekday,8am - 4pm,ernestlau_,hi
"July 28, 2015 at 07:01PM",Tuesday,Weekday,8am - 4pm,shoshannadreyfus,hi
"July 28, 2015 at 08:00PM",Tuesday,Weekday,8am - 4pm,tatubaeva,hi
"July 28, 2015 at 08:02PM",Tuesday,Weekday,8am - 4pm,01000fam,hi
"July 28, 2015 at 08:04PM",Tuesday,Weekday,8am - 4pm,sedgwck,hi
"July 28, 2015 at 08:04PM",Tuesday,Weekday,8am - 4pm,kleebenson,hi
"July 28, 2015 at 08:04PM",Tuesday,Weekday,8am - 4pm,lydie7469,hi
"July 28, 2015 at 08:05PM",Tuesday,Weekday,8am - 4pm,tiishma,hi
"July 28, 2015 at 08:06PM",Tuesday,Weekday,8am - 4pm,only_beloved,hi
"July 28, 2015 at 08:57PM",Tuesday,Weekday,8am - 4pm,mammadovtural,hi
"July 28, 2015 at 08:59PM",Tuesday,Weekday,8am - 4pm,_ladyasma,hi
"July 28, 2015 at 08:59PM",Tuesday,Weekday,8am - 4pm,looey_24,hi
"July 28, 2015 at 09:59PM",Tuesday,Weekday,8am - 4pm,siempre_victoria,hi
"July 28, 2015 at 09:59PM",Tuesday,Weekday,8am - 4pm,amaandaviannaa,hi
"July 28, 2015 at 10:00PM",Tuesday,Weekday,8am - 4pm,kofi_233,hi
"July 28, 2015 at 10:00PM",Tuesday,Weekday,8am - 4pm,siempre_victoria,hi
"July 28, 2015 at 10:51PM",Tuesday,Weekday,8am - 4pm,annecremy,hi
"July 28, 2015 at 10:52PM",Tuesday,Weekday,8am - 4pm,nicobm13,hi
"July 28, 2015 at 10:53PM",Tuesday,Weekday,8am - 4pm,classiccicctrips,hi
"July 28, 2015 at 10:55PM",Tuesday,Weekday,8am - 4pm,garconmena,hi
"July 28, 2015 at 11:54PM",Tuesday,Weekday,8am - 4pm,anniemac907,hi
"July 28, 2015 at 11:56PM",Tuesday,Weekday,8am - 4pm,hamsathebrand,hi
"July 28, 2015 at 11:57PM",Tuesday,Weekday,8am - 4pm,lpadilla91,hi
"July 28, 2015 at 11:57PM",Tuesday,Weekday,8am - 4pm,um_hiind2,hi
"July 28, 2015 at 11:57PM",Tuesday,Weekday,8am - 4pm,xx_st3phy,hi
"July 29, 2015 at 12:54AM",Tuesday,Weekday,8am - 4pm,_3mh,hi
"July 29, 2015 at 12:55AM",Tuesday,Weekday,8am - 4pm,marysarmchairtravel,hi
"July 29, 2015 at 12:55AM",Tuesday,Weekday,8am - 4pm,briangrilo,hi
"July 29, 2015 at 12:55AM",Tuesday,Weekday,8am - 4pm,arm709,hi
"July 29, 2015 at 01:58AM",Tuesday,Weekday,8am - 4pm,natipiangendo,hi
"July 29, 2015 at 02:59AM",Tuesday,Weekday,4pm - 12am,laplapmary,hi
"July 29, 2015 at 03:01AM",Tuesday,Weekday,4pm - 12am,beus79,hi
"July 29, 2015 at 03:01AM",Tuesday,Weekday,4pm - 12am,quelin02,hi
"July 29, 2015 at 03:02AM",Tuesday,Weekday,4pm - 12am,polinaavasileva,hi
"July 29, 2015 at 03:02AM",Tuesday,Weekday,4pm - 12am,la_vvie,hi
"July 29, 2015 at 03:02AM",Tuesday,Weekday,4pm - 12am,nicolalipari,hi
"July 29, 2015 at 03:45AM",Tuesday,Weekday,4pm - 12am,dedaumiersmith,hi
"July 29, 2015 at 03:45AM",Tuesday,Weekday,4pm - 12am,bbobori5656,hi
"July 29, 2015 at 03:48AM",Tuesday,Weekday,4pm - 12am,mandy.figueiredo,hi
"July 29, 2015 at 05:05AM",Tuesday,Weekday,4pm - 12am,micol.x,hi
"July 29, 2015 at 05:05AM",Tuesday,Weekday,4pm - 12am,shak_attack18,hi
"July 29, 2015 at 05:06AM",Tuesday,Weekday,4pm - 12am,masharogova,hi
"July 29, 2015 at 05:07AM",Tuesday,Weekday,4pm - 12am,shannan.slone,hi
"July 29, 2015 at 05:07AM",Tuesday,Weekday,4pm - 12am,chifeelspretty,hi
"July 29, 2015 at 05:07AM",Tuesday,Weekday,4pm - 12am,richard_l92,hi
"July 29, 2015 at 05:07AM",Tuesday,Weekday,4pm - 12am,galinat_a,hi
"July 29, 2015 at 06:03AM",Tuesday,Weekday,4pm - 12am,dnnyyu,hi
"July 29, 2015 at 06:03AM",Tuesday,Weekday,4pm - 12am,esoterichysteria,hi
"July 29, 2015 at 06:04AM",Tuesday,Weekday,4pm - 12am,maximilienjf,hi
"July 29, 2015 at 06:04AM",Tuesday,Weekday,4pm - 12am,ddiavell,hi
"July 29, 2015 at 06:04AM",Tuesday,Weekday,4pm - 12am,jonreyesss,hi
"July 29, 2015 at 06:05AM",Tuesday,Weekday,4pm - 12am,farzinaaak,hi
"July 29, 2015 at 06:06AM",Tuesday,Weekday,4pm - 12am,aymankamps,hi
"July 29, 2015 at 06:06AM",Tuesday,Weekday,4pm - 12am,chrislanedy,hi
"July 29, 2015 at 06:07AM",Tuesday,Weekday,4pm - 12am,happle0919,hi
"July 29, 2015 at 06:07AM",Tuesday,Weekday,4pm - 12am,jumichelazzo,hi
"July 29, 2015 at 06:07AM",Tuesday,Weekday,4pm - 12am,farzinaaak,hi
"July 29, 2015 at 06:08AM",Tuesday,Weekday,4pm - 12am,dmzeki,hi
"July 29, 2015 at 07:00AM",Tuesday,Weekday,4pm - 12am,cvr_sideprojects,hi
"July 29, 2015 at 07:01AM",Tuesday,Weekday,4pm - 12am,carolpaesc,hi
"July 29, 2015 at 07:02AM",Tuesday,Weekday,4pm - 12am,burcusenparlak,hi
"July 29, 2015 at 07:03AM",Tuesday,Weekday,4pm - 12am,dianaluong_,hi
"July 29, 2015 at 07:03AM",Tuesday,Weekday,4pm - 12am,xsophia.clarkex,hi
"July 29, 2015 at 07:04AM",Tuesday,Weekday,4pm - 12am,cm_valerianor,hi
"July 29, 2015 at 07:04AM",Tuesday,Weekday,4pm - 12am,angiemajer,hi
"July 29, 2015 at 07:04AM",Tuesday,Weekday,4pm - 12am,ir08hdz,hi
"July 29, 2015 at 07:04AM",Tuesday,Weekday,4pm - 12am,flora_0331,hi
"July 29, 2015 at 07:05AM",Tuesday,Weekday,4pm - 12am,badralenazy,hi
"July 29, 2015 at 09:03AM",Tuesday,Weekday,4pm - 12am,gibrp29,hi
"July 29, 2015 at 09:03AM",Tuesday,Weekday,4pm - 12am,panadol73,hi
"July 29, 2015 at 09:04AM",Tuesday,Weekday,4pm - 12am,mahlykaah,hi
"July 29, 2015 at 09:04AM",Tuesday,Weekday,4pm - 12am,fiona.mccarthy,hi
"July 29, 2015 at 09:04AM",Tuesday,Weekday,4pm - 12am,enara__,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,rgmz9743,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,lyuyi_qin,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,amanda0212_,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,yaygunarch,hi
"August 04, 2015 at 10:48AM",Tuesday,Weekday,12am - 8am,julhapaiva,hi
"August 04, 2015 at 10:49AM",Tuesday,Weekday,12am - 8am,alvaro_campo,hi
"August 04, 2015 at 10:49AM",Tuesday,Weekday,12am - 8am,isadoraspinola,hi
"August 04, 2015 at 10:50AM",Tuesday,Weekday,12am - 8am,cindipearce,hi
"August 04, 2015 at 11:43AM",Tuesday,Weekday,12am - 8am,meiyen11,hi
"August 04, 2015 at 11:45AM",Tuesday,Weekday,12am - 8am,m.fio,hi
"August 04, 2015 at 11:46AM",Tuesday,Weekday,12am - 8am,mlosada,hi
"August 04, 2015 at 11:46AM",Tuesday,Weekday,12am - 8am,gl93,hi
"August 04, 2015 at 11:47AM",Tuesday,Weekday,12am - 8am,mdpny,hi
"August 04, 2015 at 11:48AM",Tuesday,Weekday,12am - 8am,regisgarsal,hi
"August 04, 2015 at 12:25PM",Tuesday,Weekday,12am - 8am,sophieashley,hi
"August 04, 2015 at 12:26PM",Tuesday,Weekday,12am - 8am,studiosantos,hi
"August 04, 2015 at 12:28PM",Tuesday,Weekday,12am - 8am,stormy_really,hi
"August 04, 2015 at 12:29PM",Tuesday,Weekday,12am - 8am,manuella2709,hi
"August 04, 2015 at 12:31PM",Tuesday,Weekday,12am - 8am,carineschuster,hi
"August 04, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,jillianmackay_,hi
"August 04, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,y.elisa_99,hi
"August 04, 2015 at 12:38PM",Tuesday,Weekday,12am - 8am,haneennoori,hi
"August 04, 2015 at 12:39PM",Tuesday,Weekday,12am - 8am,memibergman,hi
"August 04, 2015 at 12:41PM",Tuesday,Weekday,12am - 8am,pablolpool,hi
"August 04, 2015 at 12:48PM",Tuesday,Weekday,12am - 8am,carrie_die,hi
"August 04, 2015 at 12:49PM",Tuesday,Weekday,12am - 8am,kd_is_me_,hi
"August 04, 2015 at 12:50PM",Tuesday,Weekday,12am - 8am,artem_mihnevich1,hi
"August 04, 2015 at 02:04PM",Tuesday,Weekday,12am - 8am,cameliaiuriciuc,hi
"August 04, 2015 at 02:07PM",Tuesday,Weekday,12am - 8am,ivanwibowo,hi
"August 04, 2015 at 02:11PM",Tuesday,Weekday,12am - 8am,shortey130,hi
"August 04, 2015 at 02:29PM",Tuesday,Weekday,12am - 8am,flo_oa,hi
"August 04, 2015 at 02:32PM",Tuesday,Weekday,12am - 8am,behzad,hi
"August 04, 2015 at 02:34PM",Tuesday,Weekday,12am - 8am,sophdoggydog,hi
"August 04, 2015 at 02:35PM",Tuesday,Weekday,12am - 8am,angiech07,hi
"August 04, 2015 at 02:37PM",Tuesday,Weekday,12am - 8am,teller_ridgebard,hi
"August 04, 2015 at 03:07PM",Tuesday,Weekday,12am - 8am,chakboka,hi
"August 04, 2015 at 03:12PM",Tuesday,Weekday,12am - 8am,opal.stones,hi
"August 04, 2015 at 03:14PM",Tuesday,Weekday,12am - 8am,zachbrwn,hi
"August 04, 2015 at 03:15PM",Tuesday,Weekday,12am - 8am,zachbrwn,hi
"August 04, 2015 at 03:23PM",Tuesday,Weekday,12am - 8am,ahsebah,hi
"August 04, 2015 at 03:26PM",Tuesday,Weekday,12am - 8am,anika.hb,hi
"August 04, 2015 at 03:32PM",Tuesday,Weekday,12am - 8am,theintrepidbagco,hi
"August 04, 2015 at 03:41PM",Tuesday,Weekday,12am - 8am,rozerinzorooglu,hi
"August 04, 2015 at 03:42PM",Tuesday,Weekday,12am - 8am,anika.hb,hi
"August 04, 2015 at 03:50PM",Tuesday,Weekday,12am - 8am,helenacarolkoch,hi
"August 04, 2015 at 03:52PM",Tuesday,Weekday,12am - 8am,anika.hb,hi
"August 04, 2015 at 04:16PM",Tuesday,Weekday,12am - 8am,ivan_budimlija,hi
